AAPB Unique Identifier (GUID),Type,Value,class ID,Timecode IN,Timecode OUT,File Duration,SonyCi ID,Filename,Tag Duration
cpb-aacip/293-b27pn8xp9q,Significant speaker voice,,,3325,3363,6453.801000,e1f57f1027e64a1eb36fb387852efba4,cpb-aacip-293-b27pn8xp9q__HUT00000107_.h264.mp4,38.0
cpb-aacip/293-b27pn8xp9q,Significant speaker voice,,,3371,3483,6453.801000,e1f57f1027e64a1eb36fb387852efba4,cpb-aacip-293-b27pn8xp9q__HUT00000107_.h264.mp4,112.0
cpb-aacip/503-3b5w669n0k,Significant speaker voice,,,245,303,3273.912000,ce689e5f92794e9aa569ac8751b2e0e5,cpb-aacip-503-3b5w669n0k__NHPR95188.mp3,58.0
cpb-aacip/503-3b5w669n0k,Significant speaker voice,,,344,1525,3273.912000,ce689e5f92794e9aa569ac8751b2e0e5,cpb-aacip-503-3b5w669n0k__NHPR95188.mp3,1181.0
cpb-aacip/503-tx3513vq37,Significant speaker voice,,,198,297,1550.664000,49ec42c4dd4c49a5a5332bcf6ee3912a,cpb-aacip-503-tx3513vq37__NHPR95203.mp3,99.0
cpb-aacip/503-tx3513vq37,Significant speaker voice,,,332,419,1550.664000,49ec42c4dd4c49a5a5332bcf6ee3912a,cpb-aacip-503-tx3513vq37__NHPR95203.mp3,87.0
cpb-aacip/111-94vhj0fm,Significant speaker voice,,,270,344,1746.118000,cd1fa3918875490893557c7357492ec9,cpb-aacip-111-94vhj0fm.h264.mp4,74.0
cpb-aacip/111-94vhj0fm,Significant speaker voice,,,358,407,1746.118000,cd1fa3918875490893557c7357492ec9,cpb-aacip-111-94vhj0fm.h264.mp4,49.0
cpb-aacip/111-94vhj0fm,Significant speaker voice,,,425,525,1746.118000,cd1fa3918875490893557c7357492ec9,cpb-aacip-111-94vhj0fm.h264.mp4,100.0
cpb-aacip/43-54xgxppn,Significant speaker voice,,,7,335,2769.912000,d36aafd3ad8e48c68be34524430b9218,cpb-aacip-43-54xgxppn.mp3,328.0
cpb-aacip/43-54xgxppn,Significant speaker voice,,,360,406,2769.912000,d36aafd3ad8e48c68be34524430b9218,cpb-aacip-43-54xgxppn.mp3,46.0
cpb-aacip/29-99n2zd7v,Significant speaker voice,,,431,436,976.818000,16deea54522c4e6ca84480ead1c9cce7,cpb-aacip-29-99n2zd7v.h264.mp4,5.0
cpb-aacip/29-99n2zd7v,Significant speaker voice,,,503,540,976.818000,16deea54522c4e6ca84480ead1c9cce7,cpb-aacip-29-99n2zd7v.h264.mp4,37.0
cpb-aacip/29-99n2zd7v,Significant speaker voice,,,554,599,976.818000,16deea54522c4e6ca84480ead1c9cce7,cpb-aacip-29-99n2zd7v.h264.mp4,45.0
cpb-aacip/503-6688g8g18r,Significant speaker voice,,,156,189,2034.720000,0256027bb954445dbb93f9568d83fa6c,cpb-aacip-503-6688g8g18r__NHPR95189.mp3,33.0
cpb-aacip/503-6688g8g18r,Significant speaker voice,,,347,398,2034.720000,0256027bb954445dbb93f9568d83fa6c,cpb-aacip-503-6688g8g18r__NHPR95189.mp3,51.0
cpb-aacip/503-6688g8g18r,Significant speaker voice,,,416,514,2034.720000,0256027bb954445dbb93f9568d83fa6c,cpb-aacip-503-6688g8g18r__NHPR95189.mp3,98.0
cpb-aacip/29-816m97wg,Significant speaker voice,,,1,55,1165.317000,756e0ef4e13b4a8198ded028d6147545,cpb-aacip-29-816m97wg.h264.mp4,54.0
cpb-aacip/29-816m97wg,Significant speaker voice,,,61,85,1165.317000,756e0ef4e13b4a8198ded028d6147545,cpb-aacip-29-816m97wg.h264.mp4,24.0
cpb-aacip/29-816m97wg,Significant speaker voice,,,187,205,1165.317000,756e0ef4e13b4a8198ded028d6147545,cpb-aacip-29-816m97wg.h264.mp4,18.0
cpb-aacip/29-816m97wg,Significant speaker voice,,,208,230,1165.317000,756e0ef4e13b4a8198ded028d6147545,cpb-aacip-29-816m97wg.h264.mp4,22.0
cpb-aacip/29-816m97wg,Significant speaker voice,,,239,272,1165.317000,756e0ef4e13b4a8198ded028d6147545,cpb-aacip-29-816m97wg.h264.mp4,33.0
cpb-aacip/503-wm13n2192p,Significant speaker voice,,,2,71,1173.528979,9f11eb4fa868448cba8fdfb662eff105,cpb-aacip-503-wm13n2192p__NHPR95177.mp3,69.0
cpb-aacip/503-wm13n2192p,Significant speaker voice,,,93,203,1173.528979,9f11eb4fa868448cba8fdfb662eff105,cpb-aacip-503-wm13n2192p__NHPR95177.mp3,110.0
cpb-aacip/503-wm13n2192p,Significant speaker voice,,,225,283,1173.528979,9f11eb4fa868448cba8fdfb662eff105,cpb-aacip-503-wm13n2192p__NHPR95177.mp3,58.0
cpb-aacip/298-89d51qxn,Significant speaker voice,,,184,270,3624.682000,d9fa297877f24fa2a33bccd42d2716c6,cpb-aacip-298-89d51qxn.h264.mp4,86.0
cpb-aacip/298-89d51qxn,Significant speaker voice,,,294,418,3624.682000,d9fa297877f24fa2a33bccd42d2716c6,cpb-aacip-298-89d51qxn.h264.mp4,124.0
cpb-aacip/298-89d51qxn,Significant speaker voice,,,541,797,3624.682000,d9fa297877f24fa2a33bccd42d2716c6,cpb-aacip-298-89d51qxn.h264.mp4,256.0
cpb-aacip/503-dj58c9rr36,Significant speaker voice,,,43,79,4749.552979,5f615b0a64ac4acfb446e8c5f901cafd,cpb-aacip-503-dj58c9rr36__NHPR95281.mp3,36.0
cpb-aacip/503-dj58c9rr36,Significant speaker voice,,,176,472,4749.552979,5f615b0a64ac4acfb446e8c5f901cafd,cpb-aacip-503-dj58c9rr36__NHPR95281.mp3,296.0
cpb-aacip/500-p26q3r4c,Significant speaker voice,,,510,539,3513.048979,548a851613814babbaa3587d48cb3d4e,cpb-aacip-500-p26q3r4c.mp3,29.0
cpb-aacip/500-p26q3r4c,Significant speaker voice,,,617,771,3513.048979,548a851613814babbaa3587d48cb3d4e,cpb-aacip-500-p26q3r4c.mp3,154.0
cpb-aacip/503-r49g44jg1f,Significant speaker voice,,,26,65,1520.952979,8dffc3ee3a5342668e844009f7bfef58,cpb-aacip-503-r49g44jg1f__NHPR95282.mp3,39.0
cpb-aacip/503-r49g44jg1f,Significant speaker voice,,,73,125,1520.952979,8dffc3ee3a5342668e844009f7bfef58,cpb-aacip-503-r49g44jg1f__NHPR95282.mp3,52.0
cpb-aacip/503-r49g44jg1f,Significant speaker voice,,,140,200,1520.952979,8dffc3ee3a5342668e844009f7bfef58,cpb-aacip-503-r49g44jg1f__NHPR95282.mp3,60.0
cpb-aacip/503-n29p26qr8p,Significant speaker voice,,,274,559,2603.160979,8158a18fafc5482e872bf9c12ee11b14,cpb-aacip-503-n29p26qr8p__NHPR95280.mp3,285.0
cpb-aacip/503-n29p26qr8p,Significant speaker voice,,,567,683,2603.160979,8158a18fafc5482e872bf9c12ee11b14,cpb-aacip-503-n29p26qr8p__NHPR95280.mp3,116.0
cpb-aacip/23-74cnpdc5,Significant speaker voice,,,613,715,3746.307483,85e76e8dfd12464d8e4f95bd5318574f,cpb-aacip-23-74cnpdc5.h264.mp4,102.0
cpb-aacip/23-74cnpdc5,Significant speaker voice,,,725,746,3746.307483,85e76e8dfd12464d8e4f95bd5318574f,cpb-aacip-23-74cnpdc5.h264.mp4,21.0
cpb-aacip/23-74cnpdc5,Significant speaker voice,,,759,915,3746.307483,85e76e8dfd12464d8e4f95bd5318574f,cpb-aacip-23-74cnpdc5.h264.mp4,156.0
cpb-aacip/503-707wm14787,Significant speaker voice,,,1863,1904,4087.608979,aef608a7653f4a92986604f61e169b09,cpb-aacip-503-707wm14787__NHPR95279.mp3,41.0
cpb-aacip/503-707wm14787,Significant speaker voice,,,2058,2108,4087.608979,aef608a7653f4a92986604f61e169b09,cpb-aacip-503-707wm14787__NHPR95279.mp3,50.0
cpb-aacip/503-707wm14787,Significant speaker voice,,,2573,2640,4087.608979,aef608a7653f4a92986604f61e169b09,cpb-aacip-503-707wm14787__NHPR95279.mp3,67.0
cpb-aacip/15-9k45q4rs7v,Significant speaker voice,,,215,466,4060.403810,448f5853991c49ec8bb585b0f0201942,cpb-aacip-15-183416t18d__barcode301208-15_.h264.mp4,251.0
cpb-aacip/15-9k45q4rs7v,Significant speaker voice,,,510,931,4060.403810,448f5853991c49ec8bb585b0f0201942,cpb-aacip-15-183416t18d__barcode301208-15_.h264.mp4,421.0
cpb-aacip/15-z60bv7b79n,Significant speaker voice,,,2280,3210,4369.322086,5a2039006bfb48089d75e2159af7a717,cpb-aacip-15-qf8jd4q027__barcode301176-3_.h264.mp4,930.0
cpb-aacip/15-z60bv7b79n,Significant speaker voice,,,3221,3719,4369.322086,5a2039006bfb48089d75e2159af7a717,cpb-aacip-15-qf8jd4q027__barcode301176-3_.h264.mp4,498.0
cpb-aacip/15-4m9183453q,Significant speaker voice,,,992,1113,4064.583401,09e51def584c4085b2e69d2d3016f583,cpb-aacip-15-4m9183453q__22602-2009_11_07_.h264.mp4,121.0
cpb-aacip/15-4m9183453q,Significant speaker voice,,,1125,1857,4064.583401,09e51def584c4085b2e69d2d3016f583,cpb-aacip-15-4m9183453q__22602-2009_11_07_.h264.mp4,732.0
cpb-aacip/23-150gb755,Significant speaker voice,,,395,420,3469.827483,99af38da4394476b8c47583fc547dfb5,cpb-aacip-23-150gb755.h264.mp4,25.0
cpb-aacip/23-150gb755,Significant speaker voice,,,498,531,3469.827483,99af38da4394476b8c47583fc547dfb5,cpb-aacip-23-150gb755.h264.mp4,33.0
cpb-aacip/23-150gb755,Significant speaker voice,,,988,1106,3469.827483,99af38da4394476b8c47583fc547dfb5,cpb-aacip-23-150gb755.h264.mp4,118.0
cpb-aacip/37-902z3g9s,Significant speaker voice,,,393,517,3724.155646,48c22c36e14548adbb0218ab0162f5d2,cpb-aacip-37-902z3g9s.h264.mp4,124.0
cpb-aacip/37-902z3g9s,Significant speaker voice,,,1493,1618,3724.155646,48c22c36e14548adbb0218ab0162f5d2,cpb-aacip-37-902z3g9s.h264.mp4,125.0
cpb-aacip/37-902z3g9s,Significant speaker voice,,,3401,3529,3724.155646,48c22c36e14548adbb0218ab0162f5d2,cpb-aacip-37-902z3g9s.h264.mp4,128.0
cpb-aacip/37-90rr589m,Significant speaker voice,,,512,643,3310.143855,e5b759bd7ead43a9b209642879184fc6,cpb-aacip-37-90rr589m.h264.mp4,131.0
cpb-aacip/37-90rr589m,Significant speaker voice,,,2932,3130,3310.143855,e5b759bd7ead43a9b209642879184fc6,cpb-aacip-37-90rr589m.h264.mp4,198.0
cpb-aacip/80-79v166d1,Significant speaker voice,,,60,76,7155.528979,32dbc617fcc8459baeaa03ecba74b4a1,cpb-aacip-80-79v166d1.mp3,16.0
cpb-aacip/37-01bk3m5s,Significant speaker voice,,,179,309,3726.129342,61fbd9808b81453e826c0a685705822b,cpb-aacip-37-01bk3m5s.h264.mp4,130.0
cpb-aacip/37-01bk3m5s,Significant speaker voice,,,990,1093,3726.129342,61fbd9808b81453e826c0a685705822b,cpb-aacip-37-01bk3m5s.h264.mp4,103.0
cpb-aacip/37-01bk3m5s,Significant speaker voice,,,3057,3156,3726.129342,61fbd9808b81453e826c0a685705822b,cpb-aacip-37-01bk3m5s.h264.mp4,99.0
cpb-aacip/37-53wstxn5,Significant speaker voice,,,398,509,3550.145306,fddb90947ea541e993a011750b8767fc,cpb-aacip-37-53wstxn5.h264.mp4,111.0
cpb-aacip/37-53wstxn5,Significant speaker voice,,,2670,2826,3550.145306,fddb90947ea541e993a011750b8767fc,cpb-aacip-37-53wstxn5.h264.mp4,156.0
cpb-aacip/37-02q575v3,Significant speaker voice,,,522,594,3620.130249,1e154de21a7941889537801a07f2a999,cpb-aacip-37-02q575v3.h264.mp4,72.0
cpb-aacip/37-02q575v3,Significant speaker voice,,,635,817,3620.130249,1e154de21a7941889537801a07f2a999,cpb-aacip-37-02q575v3.h264.mp4,182.0
cpb-aacip/37-02q575v3,Significant speaker voice,,,2925,3098,3620.130249,1e154de21a7941889537801a07f2a999,cpb-aacip-37-02q575v3.h264.mp4,173.0
cpb-aacip/37-20fttjcv,Significant speaker voice,,,770,836,3719.140136,25c4ba22aff94ac8bbf0cd27f9c04f37,cpb-aacip-37-20fttjcv.h264.mp4,66.0
cpb-aacip/37-20fttjcv,Significant speaker voice,,,867,937,3719.140136,25c4ba22aff94ac8bbf0cd27f9c04f37,cpb-aacip-37-20fttjcv.h264.mp4,70.0
cpb-aacip/37-20fttjcv,Significant speaker voice,,,1479,1628,3719.140136,25c4ba22aff94ac8bbf0cd27f9c04f37,cpb-aacip-37-20fttjcv.h264.mp4,149.0
cpb-aacip/37-289gj28q,Significant speaker voice,,,1089,1194,3711.129252,fe55a65da4e04c2baf9ca3f1d6971589,cpb-aacip-37-289gj28q.h264.mp4,105.0
cpb-aacip/37-289gj28q,Significant speaker voice,,,1505,1602,3711.129252,fe55a65da4e04c2baf9ca3f1d6971589,cpb-aacip-37-289gj28q.h264.mp4,97.0
cpb-aacip/37-289gj28q,Significant speaker voice,,,2833,2946,3711.129252,fe55a65da4e04c2baf9ca3f1d6971589,cpb-aacip-37-289gj28q.h264.mp4,113.0
cpb-aacip/37-816m992s,Significant speaker voice,,,378,537,3713.126168,2675b4bb2174493095a9649368c7f89f,cpb-aacip-37-816m992s.h264.mp4,159.0
cpb-aacip/37-816m992s,Significant speaker voice,,,755,833,3713.126168,2675b4bb2174493095a9649368c7f89f,cpb-aacip-37-816m992s.h264.mp4,78.0
cpb-aacip/37-816m992s,Significant speaker voice,,,2121,2217,3713.126168,2675b4bb2174493095a9649368c7f89f,cpb-aacip-37-816m992s.h264.mp4,96.0
cpb-aacip/37-182jm9kk,Significant speaker voice,,,1002,1190,3700.099773,e7cd1bcee409496f8b11183f083ee30a,cpb-aacip-37-182jm9kk.h264.mp4,188.0
cpb-aacip/37-182jm9kk,Significant speaker voice,,,1932,2027,3700.099773,e7cd1bcee409496f8b11183f083ee30a,cpb-aacip-37-182jm9kk.h264.mp4,95.0
cpb-aacip/37-182jm9kk,Significant speaker voice,,,2963,3059,3700.099773,e7cd1bcee409496f8b11183f083ee30a,cpb-aacip-37-182jm9kk.h264.mp4,96.0
cpb-aacip/37-945qg5px,Significant speaker voice,,,591,691,3630.091610,4705b437a1e34323b2f96d980d0692dd,cpb-aacip-37-945qg5px.h264.mp4,100.0
cpb-aacip/37-945qg5px,Significant speaker voice,,,1217,1322,3630.091610,4705b437a1e34323b2f96d980d0692dd,cpb-aacip-37-945qg5px.h264.mp4,105.0
cpb-aacip/37-945qg5px,Significant speaker voice,,,3200,3333,3630.091610,4705b437a1e34323b2f96d980d0692dd,cpb-aacip-37-945qg5px.h264.mp4,133.0
cpb-aacip/75-81wdc17f,Significant speaker voice,,,217,292,3180.066000,4a94ba677d154ad8ba7e479bb87f09a8,cpb-aacip-75-81wdc17f.h264.mp4,75.0
cpb-aacip/75-81wdc17f,Significant speaker voice,,,300,410,3180.066000,4a94ba677d154ad8ba7e479bb87f09a8,cpb-aacip-75-81wdc17f.h264.mp4,110.0
cpb-aacip/75-81wdc17f,Significant speaker voice,,,549,570,3180.066000,4a94ba677d154ad8ba7e479bb87f09a8,cpb-aacip-75-81wdc17f.h264.mp4,21.0
cpb-aacip/75-81wdc17f,Significant speaker voice,,,611,661,3180.066000,4a94ba677d154ad8ba7e479bb87f09a8,cpb-aacip-75-81wdc17f.h264.mp4,50.0
cpb-aacip/75-81wdc17f,Significant speaker voice,,,1321,1641,3180.066000,4a94ba677d154ad8ba7e479bb87f09a8,cpb-aacip-75-81wdc17f.h264.mp4,320.0
cpb-aacip/75-99n2zczx,Significant speaker voice,,,12,77,3298.093000,f6ae5c70d0f24c3a8772b92b7554bc20,cpb-aacip-75-99n2zczx.h264.mp4,65.0
cpb-aacip/75-99n2zczx,Significant speaker voice,,,673,712,3298.093000,f6ae5c70d0f24c3a8772b92b7554bc20,cpb-aacip-75-99n2zczx.h264.mp4,39.0
cpb-aacip/75-99n2zczx,Significant speaker voice,,,789,880,3298.093000,f6ae5c70d0f24c3a8772b92b7554bc20,cpb-aacip-75-99n2zczx.h264.mp4,91.0
cpb-aacip/75-99n2zczx,Significant speaker voice,,,881,915,3298.093000,f6ae5c70d0f24c3a8772b92b7554bc20,cpb-aacip-75-99n2zczx.h264.mp4,34.0
cpb-aacip/75-99n2zczx,Significant speaker voice,,,1194,1387,3298.093000,f6ae5c70d0f24c3a8772b92b7554bc20,cpb-aacip-75-99n2zczx.h264.mp4,193.0
cpb-aacip/75-99n2zczx,Significant speaker voice,,,1409,1462,3298.093000,f6ae5c70d0f24c3a8772b92b7554bc20,cpb-aacip-75-99n2zczx.h264.mp4,53.0
cpb-aacip/29-ns0ks6jk38,Significant speaker voice,,,2076,2081,3226.181000,d4c0a800c3e84f95a78ad7bf1ce5023b,cpb-aacip-29-ns0ks6jk38__MLKmemorial_.h264.mp4,5.0
cpb-aacip/29-ns0ks6jk38,Significant speaker voice,,,2091,2151,3226.181000,d4c0a800c3e84f95a78ad7bf1ce5023b,cpb-aacip-29-ns0ks6jk38__MLKmemorial_.h264.mp4,60.0
cpb-aacip/29-ns0ks6jk38,Significant speaker voice,,,2154,2181,3226.181000,d4c0a800c3e84f95a78ad7bf1ce5023b,cpb-aacip-29-ns0ks6jk38__MLKmemorial_.h264.mp4,27.0
cpb-aacip/15-99s1kk2c,Significant speaker voice,,,10,82,3478.632000,fc92e0b0b75144b09699fbefbd1251b6,cpb-aacip-15-99s1kk2c__218662_.mp3,72.0
cpb-aacip/15-99s1kk2c,Significant speaker voice,,,137,567,3478.632000,fc92e0b0b75144b09699fbefbd1251b6,cpb-aacip-15-99s1kk2c__218662_.mp3,430.0
cpb-aacip/15-4947dm5p,Significant speaker voice,,,33,140,2276.064000,167bdb7befc5429584a413dfc36e0407,cpb-aacip-15-4947dm5p.mp3,107.0
cpb-aacip/15-4947dm5p,Significant speaker voice,,,204,627,2276.064000,167bdb7befc5429584a413dfc36e0407,cpb-aacip-15-4947dm5p.mp3,423.0
cpb-aacip/15-4947dm5p,Significant speaker voice,,,714,925,2276.064000,167bdb7befc5429584a413dfc36e0407,cpb-aacip-15-4947dm5p.mp3,211.0
cpb-aacip/15-9c824d9h,Significant speaker voice,,,3,1721,1729.560000,aba428ba7aef44cf841e3079bee44d94,cpb-aacip-15-9c824d9h__231819_.mp3,1718.0
cpb-aacip/15-92b8vb7n,Significant speaker voice,,,29,1732,1769.568000,3b729ef9d7d04b05b72bebb8283a90ec,cpb-aacip-15-92b8vb7n__116001_.mp3,1703.0
cpb-aacip/15-95d8nf0z,Sound quality,,,1,6,1666.488000,46ccb5d84f92456c8437d8d68b859001,cpb-aacip-15-95d8nf0z__116003_.mp3,5.0
cpb-aacip/15-95d8nf0z,Significant speaker voice,,,32,1632,1666.488000,46ccb5d84f92456c8437d8d68b859001,cpb-aacip-15-95d8nf0z__116003_.mp3,1600.0
cpb-aacip/15-95d8nf0z,Sound quality,,,1659,1663,1666.488000,46ccb5d84f92456c8437d8d68b859001,cpb-aacip-15-95d8nf0z__116003_.mp3,4.0
cpb-aacip/15-97h1dm5g,Sound quality,,,1,4,1718.880000,12d25028095e46819f53ec9364a189b9,cpb-aacip-15-97h1dm5g__116004_.mp3,3.0
cpb-aacip/15-97h1dm5g,Significant speaker voice,,,32,1678,1718.880000,12d25028095e46819f53ec9364a189b9,cpb-aacip-15-97h1dm5g__116004_.mp3,1646.0
cpb-aacip/15-97h1dm5g,Sound quality,,,1704,1708,1718.880000,12d25028095e46819f53ec9364a189b9,cpb-aacip-15-97h1dm5g__116004_.mp3,4.0
cpb-aacip/15-92r3nw9z,Sound quality,,,5,8,1767.024000,07241fee8fc2413ea5c544ceb7e69a17,cpb-aacip-15-92r3nw9z__116000_.mp3,3.0
cpb-aacip/15-92r3nw9z,Significant speaker voice,,,32,1732,1767.024000,07241fee8fc2413ea5c544ceb7e69a17,cpb-aacip-15-92r3nw9z__116000_.mp3,1700.0
cpb-aacip/15-92r3nw9z,Sound quality,,,1759,1763,1767.024000,07241fee8fc2413ea5c544ceb7e69a17,cpb-aacip-15-92r3nw9z__116000_.mp3,4.0
cpb-aacip/15-9hx15q9n,Significant speaker voice,,,1044,1233,3655.152000,0601957af2cb49ba8ba51f59afaf778b,cpb-aacip-15-9hx15q9n__115102_.mp3,189.0
cpb-aacip/15-9hx15q9n,Significant speaker voice,,,1250,1283,3655.152000,0601957af2cb49ba8ba51f59afaf778b,cpb-aacip-15-9hx15q9n__115102_.mp3,33.0
cpb-aacip/15-9hx15q9n,Significant speaker voice,,,1742,3608,3655.152000,0601957af2cb49ba8ba51f59afaf778b,cpb-aacip-15-9hx15q9n__115102_.mp3,1866.0
cpb-aacip/15-9pg1hn7g,Significant speaker voice,,,273,333,3589.318000,df44a88648924e688e95ba5a5f664889,cpb-aacip-15-9pg1hn7g__83722_.h264.mp4,60.0
cpb-aacip/15-9pg1hn7g,Significant speaker voice,,,359,411,3589.318000,df44a88648924e688e95ba5a5f664889,cpb-aacip-15-9pg1hn7g__83722_.h264.mp4,52.0
cpb-aacip/15-9pg1hn7g,Significant speaker voice,,,1001,1014,3589.318000,df44a88648924e688e95ba5a5f664889,cpb-aacip-15-9pg1hn7g__83722_.h264.mp4,13.0
cpb-aacip/15-9pg1hn7g,Significant speaker voice,,,2080,2090,3589.318000,df44a88648924e688e95ba5a5f664889,cpb-aacip-15-9pg1hn7g__83722_.h264.mp4,10.0
cpb-aacip/15-90dv4hd9,Significant speaker voice,,,6,3102,3553.656000,34c85875b457443c9bf9f8528e378f96,cpb-aacip-15-90dv4hd9.mp3,3096.0
cpb-aacip/15-90dv4hd9,Significant speaker voice,,,3114,3239,3553.656000,34c85875b457443c9bf9f8528e378f96,cpb-aacip-15-90dv4hd9.mp3,125.0
cpb-aacip/15-90dv4hd9,Significant speaker voice,,,3251,3544,3553.656000,34c85875b457443c9bf9f8528e378f96,cpb-aacip-15-90dv4hd9.mp3,293.0
cpb-aacip/15-98s4jp3d,Significant speaker voice,,,4,3057,3513.888000,a8466da3974f446998bca794002a697e,cpb-aacip-15-98s4jp3d__230756_.mp3,3053.0
cpb-aacip/15-gq6qz22m1f,Significant speaker voice,,,1,43,108.832000,c9def12b54cf4b10815346b69e4935e9,cpb-aacip-15-gq6qz22m1f__CBS217863_.h264.mp4,42.0
cpb-aacip/27-pr7mp4w42p,Significant speaker voice,,,20,57,1757.760000,29ec2e41d8cc4d218154e4358bb70023,cpb-aacip-27-pr7mp4w42p__WYSO_PA_318_.mp3,37.0
cpb-aacip/15-24jm6d99,Significant speaker voice,,,6,3099,3549.888000,f10930fb162644fda3248e4e506ea305,cpb-aacip-15-24jm6d99.mp3,3093.0
cpb-aacip/28-td9n29pp9j,Significant speaker voice,,,32,208,1605.408000,f965cf9612054347aabe2cbdf87cd487,cpb-aacip-28-td9n29pp9j__PRA_AAPP_BC0642_James_Baldwin_on_Angela_Davis_.mp3,176.0
cpb-aacip/28-td9n29pp9j,Significant speaker voice,,,384,540,1605.408000,f965cf9612054347aabe2cbdf87cd487,cpb-aacip-28-td9n29pp9j__PRA_AAPP_BC0642_James_Baldwin_on_Angela_Davis_.mp3,156.0
cpb-aacip/28-td9n29pp9j,Significant speaker voice,,,595,748,1605.408000,f965cf9612054347aabe2cbdf87cd487,cpb-aacip-28-td9n29pp9j__PRA_AAPP_BC0642_James_Baldwin_on_Angela_Davis_.mp3,153.0
cpb-aacip/28-td9n29pp9j,Significant speaker voice,,,902,1594,1605.408000,f965cf9612054347aabe2cbdf87cd487,cpb-aacip-28-td9n29pp9j__PRA_AAPP_BC0642_James_Baldwin_on_Angela_Davis_.mp3,692.0
cpb-aacip/27-3j3901zq4r,Significant speaker voice,,,29,139,4414.584000,1c6bef2dbfdf41a28a8aaad15347c816,cpb-aacip-27-3j3901zq4r__WYSO_UN_8_.mp3,110.0
cpb-aacip/27-3j3901zq4r,Significant speaker voice,,,149,1980,4414.584000,1c6bef2dbfdf41a28a8aaad15347c816,cpb-aacip-27-3j3901zq4r__WYSO_UN_8_.mp3,1831.0
cpb-aacip/27-3j3901zq4r,Significant speaker voice,,,1990,2323,4414.584000,1c6bef2dbfdf41a28a8aaad15347c816,cpb-aacip-27-3j3901zq4r__WYSO_UN_8_.mp3,333.0
cpb-aacip/15-9qn5zb31,Significant speaker voice,,,33,2305,2402.280000,943473152ff543c99abf2eb05e9090ee,cpb-aacip-15-9qn5zb31__256754_.mp3,2272.0
cpb-aacip/30-s756d5pw2b,Significant speaker voice,,,214,327,3207.984000,33486d209345450abb1dfcb95707f0c8,cpb-aacip-30-s756d5pw2b__mlk_wausau_.mp3,113.0
cpb-aacip/30-s756d5pw2b,Significant speaker voice,,,332,1012,3207.984000,33486d209345450abb1dfcb95707f0c8,cpb-aacip-30-s756d5pw2b__mlk_wausau_.mp3,680.0
cpb-aacip/30-s756d5pw2b,Significant speaker voice,,,1014,1994,3207.984000,33486d209345450abb1dfcb95707f0c8,cpb-aacip-30-s756d5pw2b__mlk_wausau_.mp3,980.0
cpb-aacip/15-94746r4d,Significant speaker voice,,,311,328,5731.103000,a75a603f412a422ca7f04d805276d64f,cpb-aacip-15-94746r4d__318327_.h264.mp4,17.0
cpb-aacip/15-94746r4d,Significant speaker voice,,,353,363,5731.103000,a75a603f412a422ca7f04d805276d64f,cpb-aacip-15-94746r4d__318327_.h264.mp4,10.0
cpb-aacip/15-94746r4d,Significant speaker voice,,,369,409,5731.103000,a75a603f412a422ca7f04d805276d64f,cpb-aacip-15-94746r4d__318327_.h264.mp4,40.0
cpb-aacip/30-52j6r22x,Significant speaker voice,,,429,3123,3391.200000,d2634bd7a9e74fd7a5ccf1d89afcf88c,cpb-aacip-30-52j6r22x.mp3,2694.0
cpb-aacip/129-75r7t309,Significant speaker voice,,,1194,1197,1742.612000,41682b7f546845f5a6cf89d8c24dd71d,cpb-aacip-129-75r7t309.h264.mp4,3.0
cpb-aacip/28-fn10p0x51h,Significant speaker voice,,,59,651,4324.704979,9b35eb97a9564920bb57d527e224a215,cpb-aacip-28-fn10p0x51h__PRA_AAPP_BB1195_Americas_chief_moral_dilemma_.mp3,592.0
cpb-aacip/28-fn10p0x51h,Significant speaker voice,,,659,733,4324.704979,9b35eb97a9564920bb57d527e224a215,cpb-aacip-28-fn10p0x51h__PRA_AAPP_BB1195_Americas_chief_moral_dilemma_.mp3,74.0
cpb-aacip/28-fn10p0x51h,Significant speaker voice,,,737,1005,4324.704979,9b35eb97a9564920bb57d527e224a215,cpb-aacip-28-fn10p0x51h__PRA_AAPP_BB1195_Americas_chief_moral_dilemma_.mp3,268.0
cpb-aacip/28-fn10p0x51h,Significant speaker voice,,,1014,1154,4324.704979,9b35eb97a9564920bb57d527e224a215,cpb-aacip-28-fn10p0x51h__PRA_AAPP_BB1195_Americas_chief_moral_dilemma_.mp3,140.0
cpb-aacip/28-jw86h4d557,Significant speaker voice,,,24,109,3129.888000,b6ee9ff01a544c818e6bdf14d199aa25,cpb-aacip-28-jw86h4d557__PRA_AAPP_BB1230_The_Civil_Rights_movement_and_its_goals_for_the_future_.mp3,85.0
cpb-aacip/28-jw86h4d557,Significant speaker voice,,,114,2454,3129.888000,b6ee9ff01a544c818e6bdf14d199aa25,cpb-aacip-28-jw86h4d557__PRA_AAPP_BB1230_The_Civil_Rights_movement_and_its_goals_for_the_future_.mp3,2340.0
cpb-aacip/500-bv79x35h,Significant speaker voice,,,36,1775,1781.352000,ee34605722974c5597306731b25ae220,cpb-aacip-500-bv79x35h.mp3,1739.0
cpb-aacip/28-804xg9fh46,Significant speaker voice,,,251,2522,2684.304979,321c49e12858492ba37ec442d99683f3,cpb-aacip-28-804xg9fh46__PRA_AAPP_BB0115_On_the_power_of_peaceful_persuasion_.mp3,2271.0
