AAPB Unique Identifier (GUID),Type,Value,Timecode IN,Timecode OUT,File Duration,SonyCi ID,Filename
cpb-aacip/62-s756d5pw0q,Significant speaker voice,"Johnson, Lyndon",1496,1525,1810.182000,5ab8ff6eec7044499f5f11bae1b2661b,cpb-aacip-62-s756d5pw0q__netnola_honp_newmood_doc_.h264.mp4
cpb-aacip/62-s756d5pw0q,Significant speaker voice,"King, Martin Luther",1561,1584,1810.182000,5ab8ff6eec7044499f5f11bae1b2661b,cpb-aacip-62-s756d5pw0q__netnola_honp_newmood_doc_.h264.mp4
cpb-aacip/62-s756d5pw0q,Significant speaker voice,"X, Malcolm",1585,1594,1810.182000,5ab8ff6eec7044499f5f11bae1b2661b,cpb-aacip-62-s756d5pw0q__netnola_honp_newmood_doc_.h264.mp4
cpb-aacip/41-246q5q4v,Significant speaker voice,"Bush, George HW",27,36,179.234830,9ce66132b62843408b106100a012a8c7,cpb-aacip-41-246q5q4v.h264.mp4
cpb-aacip/41-246q5q4v,Significant speaker voice,"Bush, George HW",61,77,179.234830,9ce66132b62843408b106100a012a8c7,cpb-aacip-41-246q5q4v.h264.mp4
cpb-aacip/41-246q5q4v,Significant speaker voice,"Bush, George HW",147,159,179.234830,9ce66132b62843408b106100a012a8c7,cpb-aacip-41-246q5q4v.h264.mp4
cpb-aacip/41-3331zwts,Significant speaker voice,"Bush, George HW",1,32,607.364354,f9271a6c206d480593774ce5c97cf280,cpb-aacip-41-3331zwts.h264.mp4
cpb-aacip/41-3331zwts,Significant speaker voice,"Bush, George HW",40,145,607.364354,f9271a6c206d480593774ce5c97cf280,cpb-aacip-41-3331zwts.h264.mp4
cpb-aacip/41-35t771n2,Significant speaker voice,"Bush, George HW",757,808,1302.105397,6f851137bba5412e9626d1440da84f99,cpb-aacip-41-35t771n2.h264.mp4
cpb-aacip/41-35t771n2,Significant speaker voice,"Bush, George HW",814,852,1302.105397,6f851137bba5412e9626d1440da84f99,cpb-aacip-41-35t771n2.h264.mp4
cpb-aacip/37-72b8h3np,Significant speaker voice,"Lehrer, Jim",33,79,3750.138776,b783c351e91e49e3ba94b9d6c55b0a82,cpb-aacip-37-72b8h3np.h264.mp4
cpb-aacip/37-72b8h3np,Significant speaker voice,"Bush, George HW",226,349,3750.138776,b783c351e91e49e3ba94b9d6c55b0a82,cpb-aacip-37-72b8h3np.h264.mp4
cpb-aacip/37-72b8h3np,Significant speaker voice,"Bush, George HW",369,428,3750.138776,b783c351e91e49e3ba94b9d6c55b0a82,cpb-aacip-37-72b8h3np.h264.mp4
cpb-aacip/153-472v749x,Significant speaker voice,"Bush, George W.",39,123,1845.429116,2d4800416ae145eeab4c088b815d6efb,cpb-aacip-153-472v749x.h264.mp4
cpb-aacip/153-472v749x,Significant speaker voice,"Bush, George W.",147,178,1845.429116,2d4800416ae145eeab4c088b815d6efb,cpb-aacip-153-472v749x.h264.mp4
cpb-aacip/37-08hdrb0b,Significant speaker voice,"Bush, George HW",94,165,3494.162000,da69e7c1316b42bda01cb38b0f13a2a4,cpb-aacip-37-08hdrb0b.h264.mp4
cpb-aacip/37-08hdrb0b,Significant speaker voice,"Bush, George HW",470,572,3494.162000,da69e7c1316b42bda01cb38b0f13a2a4,cpb-aacip-37-08hdrb0b.h264.mp4
cpb-aacip/37-08hdrb0b,Significant speaker voice,"Bush, George HW",1698,1821,3494.162000,da69e7c1316b42bda01cb38b0f13a2a4,cpb-aacip-37-08hdrb0b.h264.mp4
cpb-aacip/37-08hdrb0b,Significant speaker voice,"Lehrer, Jim",1839,1881,3494.162000,da69e7c1316b42bda01cb38b0f13a2a4,cpb-aacip-37-08hdrb0b.h264.mp4
cpb-aacip/37-6341p24d,Significant speaker voice,"Bush, George HW",255,268,3589.061950,1a4a47cc7c134bafadc727d0ef5ea4c6,cpb-aacip-37-6341p24d.h264.mp4
cpb-aacip/37-6341p24d,Significant speaker voice,"Bush, George HW",352,376,3589.061950,1a4a47cc7c134bafadc727d0ef5ea4c6,cpb-aacip-37-6341p24d.h264.mp4
cpb-aacip/37-6341p24d,Significant speaker voice,"Bush, George HW",382,404,3589.061950,1a4a47cc7c134bafadc727d0ef5ea4c6,cpb-aacip-37-6341p24d.h264.mp4
cpb-aacip/37-6341p24d,Significant speaker voice,"Bush, George HW",419,465,3589.061950,1a4a47cc7c134bafadc727d0ef5ea4c6,cpb-aacip-37-6341p24d.h264.mp4
cpb-aacip/37-92g79qqq,Significant speaker voice,"Lehrer, Jim",154,199,3714.124626,f75b0fdba3334e3396350a9ac55f1efa,cpb-aacip-37-92g79qqq.h264.mp4
cpb-aacip/37-92g79qqq,Significant speaker voice,"Lehrer, Jim",234,269,3714.124626,f75b0fdba3334e3396350a9ac55f1efa,cpb-aacip-37-92g79qqq.h264.mp4
cpb-aacip/37-92g79qqq,Significant speaker voice,"Bush, George HW",271,391,3714.124626,f75b0fdba3334e3396350a9ac55f1efa,cpb-aacip-37-92g79qqq.h264.mp4
cpb-aacip/37-92g79qqq,Significant speaker voice,"Bush, George HW",944,1058,3714.124626,f75b0fdba3334e3396350a9ac55f1efa,cpb-aacip-37-92g79qqq.h264.mp4
cpb-aacip/37-71ngfb1k,Significant speaker voice,"Bush, George HW",130,258,3482.157279,a29835556c36494f9894d3df5eddadc8,cpb-aacip-37-71ngfb1k.h264.mp4
cpb-aacip/37-71ngfb1k,Significant speaker voice,"Lehrer, Jim",1578,1590,3482.157279,a29835556c36494f9894d3df5eddadc8,cpb-aacip-37-71ngfb1k.h264.mp4
cpb-aacip/37-71ngfb1k,Significant speaker voice,"Bush, George HW",1591,1690,3482.157279,a29835556c36494f9894d3df5eddadc8,cpb-aacip-37-71ngfb1k.h264.mp4
cpb-aacip/37-07tmpjqg,Significant speaker voice,"Lehrer, Jim",41,149,3710.130794,08d000a675784f25a0ea7dfe883cbddd,cpb-aacip-37-07tmpjqg.h264.mp4
cpb-aacip/37-07tmpjqg,Significant speaker voice,"Bush, George HW",456,567,3710.130794,08d000a675784f25a0ea7dfe883cbddd,cpb-aacip-37-07tmpjqg.h264.mp4
cpb-aacip/37-07tmpjqg,Significant speaker voice,"Bush, George HW",653,745,3710.130794,08d000a675784f25a0ea7dfe883cbddd,cpb-aacip-37-07tmpjqg.h264.mp4
cpb-aacip/37-203xsnjw,Significant speaker voice,"Bush, George HW",243,309,3555.160816,79aff34f8deb4ad8bbfe280cbd1ce817,cpb-aacip-37-203xsnjw.h264.mp4
cpb-aacip/37-203xsnjw,Significant speaker voice,"Bush, George HW",346,384,3555.160816,79aff34f8deb4ad8bbfe280cbd1ce817,cpb-aacip-37-203xsnjw.h264.mp4
cpb-aacip/37-203xsnjw,Significant speaker voice,"Bush, George HW",740,820,3555.160816,79aff34f8deb4ad8bbfe280cbd1ce817,cpb-aacip-37-203xsnjw.h264.mp4
cpb-aacip/37-322bvwbk,Significant speaker voice,"Bush, George HW",909,980,3710.130794,b49fb8189d184b10be34b2ec03e718bd,cpb-aacip-37-322bvwbk.h264.mp4
cpb-aacip/37-322bvwbk,Significant speaker voice,"Bush, George HW",1016,1095,3710.130794,b49fb8189d184b10be34b2ec03e718bd,cpb-aacip-37-322bvwbk.h264.mp4
cpb-aacip/37-322bvwbk,Significant speaker voice,"Bush, George HW",1498,1581,3710.130794,b49fb8189d184b10be34b2ec03e718bd,cpb-aacip-37-322bvwbk.h264.mp4
cpb-aacip/398-20sqvd3g,Significant speaker voice,"Lehrer, Jim",84,173,5732.102000,0e175e1e9d0f493aac22d03bef0be62c,cpb-aacip-398-20sqvd3g.h264.mp4
cpb-aacip/398-20sqvd3g,Significant speaker voice,"Lehrer, Jim",203,218,5732.102000,0e175e1e9d0f493aac22d03bef0be62c,cpb-aacip-398-20sqvd3g.h264.mp4
cpb-aacip/398-20sqvd3g,Significant speaker voice,"Gore, Al",219,343,5732.102000,0e175e1e9d0f493aac22d03bef0be62c,cpb-aacip-398-20sqvd3g.h264.mp4
cpb-aacip/398-20sqvd3g,Significant speaker voice,"Gore, Al",423,504,5732.102000,0e175e1e9d0f493aac22d03bef0be62c,cpb-aacip-398-20sqvd3g.h264.mp4
cpb-aacip/398-20sqvd3g,Significant speaker voice,"Bush, George W.",669,791,5732.102000,0e175e1e9d0f493aac22d03bef0be62c,cpb-aacip-398-20sqvd3g.h264.mp4
cpb-aacip/398-20sqvd3g,Significant speaker voice,"Bush, George W.",5471,5594,5732.102000,0e175e1e9d0f493aac22d03bef0be62c,cpb-aacip-398-20sqvd3g.h264.mp4
cpb-aacip/15-9ks6j45g,Significant speaker voice,"Bush, George HW",37,52,200.064000,a2be190ac1fa41a2b7bd2f73e2cfb467,cpb-aacip-15-9ks6j45g__105201_.h264.mp4
cpb-aacip/197-407wm9nz,Significant speaker voice,"Bush, George HW",263,305,1863.169161,ea93c799b15f430c9ec015c3f5a31ea7,cpb-aacip-197-407wm9nz.h264.mp4
cpb-aacip/197-407wm9nz,Significant speaker voice,"Bush, George HW",326,353,1863.169161,ea93c799b15f430c9ec015c3f5a31ea7,cpb-aacip-197-407wm9nz.h264.mp4
cpb-aacip/197-407wm9nz,Significant speaker voice,"Bush, George HW",364,386,1863.169161,ea93c799b15f430c9ec015c3f5a31ea7,cpb-aacip-197-407wm9nz.h264.mp4
cpb-aacip/298-21tdz5bv,Significant speaker voice,"Bush, George W.",160,279,3643.535964,f5e61665177d41b7b4c30d77fe90161e,cpb-aacip-298-21tdz5bv.h264.mp4
cpb-aacip/298-21tdz5bv,Significant speaker voice,"Bush, George W.",509,529,3643.535964,f5e61665177d41b7b4c30d77fe90161e,cpb-aacip-298-21tdz5bv.h264.mp4
cpb-aacip/298-21tdz5bv,Significant speaker voice,"Bush, George W.",765,782,3643.535964,f5e61665177d41b7b4c30d77fe90161e,cpb-aacip-298-21tdz5bv.h264.mp4
cpb-aacip/298-21tdz5bv,Significant speaker voice,"Bush, George W.",1400,1432,3643.535964,f5e61665177d41b7b4c30d77fe90161e,cpb-aacip-298-21tdz5bv.h264.mp4
cpb-aacip/298-21tdz5bv,Significant speaker voice,"Bush, George W.",3171,3208,3643.535964,f5e61665177d41b7b4c30d77fe90161e,cpb-aacip-298-21tdz5bv.h264.mp4
cpb-aacip/15-9n58ck8k,Significant speaker voice,"Bush, George HW",164,167,400.892517,6b2db50f047843ed8c308f2d51f85da6,cpb-aacip-15-9n58ck8k__107257_.h264.mp4
cpb-aacip/15-n58cf9jh22,Significant speaker voice,"Bush, George HW",425,540,555.699955,05759d4d94a3464b934c4ee9ebe44907,cpb-aacip-15-n58cf9jh22__barcode22644_.h264.mp4
cpb-aacip/503-4f1mg7g966,Significant speaker voice,"Gore, Al",105,234,3200.160979,f9220912b6c84461b5cdca9b3e883092,cpb-aacip-503-4f1mg7g966__NHPR05521.mp3
cpb-aacip/503-4f1mg7g966,Significant speaker voice,"Gore, Al",251,330,3200.160979,f9220912b6c84461b5cdca9b3e883092,cpb-aacip-503-4f1mg7g966__NHPR05521.mp3
cpb-aacip/80-3976j3hd,Significant speaker voice,"Bush, George W.",30,44,7231.848979,dbf167fb6bc147f7b5832db0522212ab,cpb-aacip-80-3976j3hd.mp3
cpb-aacip/114-76rxwn71,Significant speaker voice,"Gore, Al",1394,1413,3419.579501,9a7f9b8bda7e42b2b06e9e143cf66ee6,cpb-aacip-114-76rxwn71.h264.mp4
cpb-aacip/114-76rxwn71,Significant speaker voice,"Clinton, Hillary",1515,1529,3419.579501,9a7f9b8bda7e42b2b06e9e143cf66ee6,cpb-aacip-114-76rxwn71.h264.mp4
cpb-aacip/111-80vq8dc6,Significant speaker voice,"Clinton, Bill",40,166,1173.212000,7564ba9e30c54ea6a183b10c7a8d8215,cpb-aacip-111-80vq8dc6.h264.mp4
cpb-aacip/111-80vq8dc6,Significant speaker voice,"Clinton, Bill",182,229,1173.212000,7564ba9e30c54ea6a183b10c7a8d8215,cpb-aacip-111-80vq8dc6.h264.mp4
cpb-aacip/111-80vq8dc6,Significant speaker voice,"Clinton, Bill",247,389,1173.212000,7564ba9e30c54ea6a183b10c7a8d8215,cpb-aacip-111-80vq8dc6.h264.mp4
cpb-aacip/29-80vq8bnq,Significant speaker voice,"Clinton, Bill",511,536,1147.136000,59b15e1babbe466694530fa7125fb26d,cpb-aacip-29-80vq8bnq.h264.mp4
cpb-aacip/29-80vq8bnq,Significant speaker voice,"Clinton, Bill",542,994,1147.136000,59b15e1babbe466694530fa7125fb26d,cpb-aacip-29-80vq8bnq.h264.mp4
cpb-aacip/111-945qg6dq,Significant speaker voice,"Clinton, Bill",833,898,1177.229000,695864cede2d47ce8aedc98abc71160a,cpb-aacip-111-945qg6dq.h264.mp4
cpb-aacip/111-945qg6dq,Significant speaker voice,"Clinton, Bill",923,966,1177.229000,695864cede2d47ce8aedc98abc71160a,cpb-aacip-111-945qg6dq.h264.mp4
cpb-aacip/293-97kps24q,Significant speaker voice,"Clinton, Bill",1389,2021,2937.069000,713ac380fa4f4ee398a3a3970b91263b,cpb-aacip-293-97kps24q.h264.mp4
cpb-aacip/293-97kps24q,Significant speaker voice,"Clinton, Bill",2033,2115,2937.069000,713ac380fa4f4ee398a3a3970b91263b,cpb-aacip-293-97kps24q.h264.mp4
cpb-aacip/41-881jxfq8,Significant speaker voice,"Clinton, Bill",115,206,1706.853000,d9070c49d97347e8af2e7a7bcf087ac3,cpb-aacip-41-881jxfq8.h264.mp4
cpb-aacip/41-881jxfq8,Significant speaker voice,"Clinton, Bill",228,314,1706.853000,d9070c49d97347e8af2e7a7bcf087ac3,cpb-aacip-41-881jxfq8.h264.mp4
cpb-aacip/111-56n0334v,Significant speaker voice,"Clinton, Bill",35,99,98.592000,071a1629697344be845d54aaebb2a079,cpb-aacip-111-56n0334v.h264.mp4
cpb-aacip/111-06g1k0g9,Significant speaker voice,"Clinton, Bill",84,145,3418.001000,85339048956a4a699ca2eea12031b802,cpb-aacip-111-06g1k0g9.h264.mp4
cpb-aacip/111-06g1k0g9,Significant speaker voice,"Clinton, Bill",178,219,3418.001000,85339048956a4a699ca2eea12031b802,cpb-aacip-111-06g1k0g9.h264.mp4
cpb-aacip/111-06g1k0g9,Significant speaker voice,"Clinton, Bill",228,529,3418.001000,85339048956a4a699ca2eea12031b802,cpb-aacip-111-06g1k0g9.h264.mp4
cpb-aacip/111-51vdnn24,Significant speaker voice,"Clinton, Bill",7,44,1011.555000,a775114b8b9f4c4496ade07a8b84a6e4,cpb-aacip-111-51vdnn24.h264.mp4
cpb-aacip/111-51vdnn24,Significant speaker voice,"Clinton, Bill",73,90,1011.555000,a775114b8b9f4c4496ade07a8b84a6e4,cpb-aacip-111-51vdnn24.h264.mp4
cpb-aacip/111-51vdnn24,Significant speaker voice,"Clinton, Bill",99,116,1011.555000,a775114b8b9f4c4496ade07a8b84a6e4,cpb-aacip-111-51vdnn24.h264.mp4
cpb-aacip/111-9995xkn2,Significant speaker voice,"Clinton, Bill",391,415,1030.781000,66b2ac9043f54ee783b5abf4324b45d4,cpb-aacip-111-9995xkn2.h264.mp4
cpb-aacip/111-9995xkn2,Significant speaker voice,"Clinton, Bill",420,440,1030.781000,66b2ac9043f54ee783b5abf4324b45d4,cpb-aacip-111-9995xkn2.h264.mp4
cpb-aacip/111-9995xkn2,Significant speaker voice,"Clinton, Bill",444,462,1030.781000,66b2ac9043f54ee783b5abf4324b45d4,cpb-aacip-111-9995xkn2.h264.mp4
cpb-aacip/293-b27pn8xp9q,Significant speaker voice,"Clinton, Bill",3199,3254,6453.801000,e1f57f1027e64a1eb36fb387852efba4,cpb-aacip-293-b27pn8xp9q__HUT00000107_.h264.mp4
cpb-aacip/293-b27pn8xp9q,Significant speaker voice,"Clinton, Bill",3325,3363,6453.801000,e1f57f1027e64a1eb36fb387852efba4,cpb-aacip-293-b27pn8xp9q__HUT00000107_.h264.mp4
cpb-aacip/293-b27pn8xp9q,Significant speaker voice,"Clinton, Bill",3371,3483,6453.801000,e1f57f1027e64a1eb36fb387852efba4,cpb-aacip-293-b27pn8xp9q__HUT00000107_.h264.mp4
cpb-aacip/503-3b5w669n0k,Significant speaker voice,"Clinton, Bill",245,303,3273.912000,ce689e5f92794e9aa569ac8751b2e0e5,cpb-aacip-503-3b5w669n0k__NHPR95188.mp3
cpb-aacip/503-3b5w669n0k,Significant speaker voice,"Clinton, Bill",344,1525,3273.912000,ce689e5f92794e9aa569ac8751b2e0e5,cpb-aacip-503-3b5w669n0k__NHPR95188.mp3
cpb-aacip/503-tx3513vq37,Significant speaker voice,"Clinton, Bill",198,297,1550.664000,49ec42c4dd4c49a5a5332bcf6ee3912a,cpb-aacip-503-tx3513vq37__NHPR95203.mp3
cpb-aacip/503-tx3513vq37,Significant speaker voice,"Clinton, Bill",332,419,1550.664000,49ec42c4dd4c49a5a5332bcf6ee3912a,cpb-aacip-503-tx3513vq37__NHPR95203.mp3
cpb-aacip/111-94vhj0fm,Significant speaker voice,"Clinton, Bill",270,344,1746.118000,cd1fa3918875490893557c7357492ec9,cpb-aacip-111-94vhj0fm.h264.mp4
cpb-aacip/111-94vhj0fm,Significant speaker voice,"Clinton, Bill",358,407,1746.118000,cd1fa3918875490893557c7357492ec9,cpb-aacip-111-94vhj0fm.h264.mp4
cpb-aacip/111-94vhj0fm,Significant speaker voice,"Clinton, Bill",425,525,1746.118000,cd1fa3918875490893557c7357492ec9,cpb-aacip-111-94vhj0fm.h264.mp4
cpb-aacip/43-54xgxppn,Significant speaker voice,"Clinton, Bill",7,335,2769.912000,d36aafd3ad8e48c68be34524430b9218,cpb-aacip-43-54xgxppn.mp3
cpb-aacip/43-54xgxppn,Significant speaker voice,"Clinton, Bill",360,406,2769.912000,d36aafd3ad8e48c68be34524430b9218,cpb-aacip-43-54xgxppn.mp3
cpb-aacip/29-99n2zd7v,Significant speaker voice,"Gore, Al",431,436,976.818000,16deea54522c4e6ca84480ead1c9cce7,cpb-aacip-29-99n2zd7v.h264.mp4
cpb-aacip/29-99n2zd7v,Significant speaker voice,"Gore, Al",503,540,976.818000,16deea54522c4e6ca84480ead1c9cce7,cpb-aacip-29-99n2zd7v.h264.mp4
cpb-aacip/29-99n2zd7v,Significant speaker voice,"Gore, Al",554,599,976.818000,16deea54522c4e6ca84480ead1c9cce7,cpb-aacip-29-99n2zd7v.h264.mp4
cpb-aacip/503-6688g8g18r,Significant speaker voice,"Clinton, Bill",156,189,2034.720000,0256027bb954445dbb93f9568d83fa6c,cpb-aacip-503-6688g8g18r__NHPR95189.mp3
cpb-aacip/503-6688g8g18r,Significant speaker voice,"Clinton, Bill",347,398,2034.720000,0256027bb954445dbb93f9568d83fa6c,cpb-aacip-503-6688g8g18r__NHPR95189.mp3
cpb-aacip/503-6688g8g18r,Significant speaker voice,"Clinton, Bill",416,514,2034.720000,0256027bb954445dbb93f9568d83fa6c,cpb-aacip-503-6688g8g18r__NHPR95189.mp3
cpb-aacip/29-816m97wg,Significant speaker voice,"Gore, Al",1,55,1165.317000,756e0ef4e13b4a8198ded028d6147545,cpb-aacip-29-816m97wg.h264.mp4
cpb-aacip/29-816m97wg,Significant speaker voice,"Gore, Al",61,85,1165.317000,756e0ef4e13b4a8198ded028d6147545,cpb-aacip-29-816m97wg.h264.mp4
cpb-aacip/29-816m97wg,Significant speaker voice,"Clinton, Bill",187,205,1165.317000,756e0ef4e13b4a8198ded028d6147545,cpb-aacip-29-816m97wg.h264.mp4
cpb-aacip/29-816m97wg,Significant speaker voice,"Clinton, Bill",208,230,1165.317000,756e0ef4e13b4a8198ded028d6147545,cpb-aacip-29-816m97wg.h264.mp4
cpb-aacip/29-816m97wg,Significant speaker voice,"Clinton, Bill",239,272,1165.317000,756e0ef4e13b4a8198ded028d6147545,cpb-aacip-29-816m97wg.h264.mp4
cpb-aacip/503-wm13n2192p,Significant speaker voice,"Clinton, Hillary",2,71,1173.528979,9f11eb4fa868448cba8fdfb662eff105,cpb-aacip-503-wm13n2192p__NHPR95177.mp3
cpb-aacip/503-wm13n2192p,Significant speaker voice,"Clinton, Hillary",93,203,1173.528979,9f11eb4fa868448cba8fdfb662eff105,cpb-aacip-503-wm13n2192p__NHPR95177.mp3
cpb-aacip/503-wm13n2192p,Significant speaker voice,"Clinton, Hillary",225,283,1173.528979,9f11eb4fa868448cba8fdfb662eff105,cpb-aacip-503-wm13n2192p__NHPR95177.mp3
cpb-aacip/298-89d51qxn,Significant speaker voice,"Clinton, Bill",184,270,3624.682000,d9fa297877f24fa2a33bccd42d2716c6,cpb-aacip-298-89d51qxn.h264.mp4
cpb-aacip/298-89d51qxn,Significant speaker voice,"Clinton, Bill",294,418,3624.682000,d9fa297877f24fa2a33bccd42d2716c6,cpb-aacip-298-89d51qxn.h264.mp4
cpb-aacip/298-89d51qxn,Significant speaker voice,"Clinton, Bill",541,797,3624.682000,d9fa297877f24fa2a33bccd42d2716c6,cpb-aacip-298-89d51qxn.h264.mp4
cpb-aacip/503-dj58c9rr36,Significant speaker voice,"Gore, Al",43,79,4749.552979,5f615b0a64ac4acfb446e8c5f901cafd,cpb-aacip-503-dj58c9rr36__NHPR95281.mp3
cpb-aacip/503-dj58c9rr36,Significant speaker voice,"Gore, Al",176,472,4749.552979,5f615b0a64ac4acfb446e8c5f901cafd,cpb-aacip-503-dj58c9rr36__NHPR95281.mp3
cpb-aacip/500-p26q3r4c,Significant speaker voice,"Gore, Al",510,539,3513.048979,548a851613814babbaa3587d48cb3d4e,cpb-aacip-500-p26q3r4c.mp3
cpb-aacip/500-p26q3r4c,Significant speaker voice,"Gore, Al",617,771,3513.048979,548a851613814babbaa3587d48cb3d4e,cpb-aacip-500-p26q3r4c.mp3
cpb-aacip/503-r49g44jg1f,Significant speaker voice,"Gore, Al",26,65,1520.952979,8dffc3ee3a5342668e844009f7bfef58,cpb-aacip-503-r49g44jg1f__NHPR95282.mp3
cpb-aacip/503-r49g44jg1f,Significant speaker voice,"Gore, Al",73,125,1520.952979,8dffc3ee3a5342668e844009f7bfef58,cpb-aacip-503-r49g44jg1f__NHPR95282.mp3
cpb-aacip/503-r49g44jg1f,Significant speaker voice,"Gore, Al",140,200,1520.952979,8dffc3ee3a5342668e844009f7bfef58,cpb-aacip-503-r49g44jg1f__NHPR95282.mp3
cpb-aacip/503-n29p26qr8p,Significant speaker voice,"Gore, Al",274,559,2603.160979,8158a18fafc5482e872bf9c12ee11b14,cpb-aacip-503-n29p26qr8p__NHPR95280.mp3
cpb-aacip/503-n29p26qr8p,Significant speaker voice,"Gore, Al",567,683,2603.160979,8158a18fafc5482e872bf9c12ee11b14,cpb-aacip-503-n29p26qr8p__NHPR95280.mp3
cpb-aacip/23-74cnpdc5,Significant speaker voice,"Gore, Al",613,715,3746.307483,85e76e8dfd12464d8e4f95bd5318574f,cpb-aacip-23-74cnpdc5.h264.mp4
cpb-aacip/23-74cnpdc5,Significant speaker voice,"Gore, Al",725,746,3746.307483,85e76e8dfd12464d8e4f95bd5318574f,cpb-aacip-23-74cnpdc5.h264.mp4
cpb-aacip/23-74cnpdc5,Significant speaker voice,"Gore, Al",759,915,3746.307483,85e76e8dfd12464d8e4f95bd5318574f,cpb-aacip-23-74cnpdc5.h264.mp4
cpb-aacip/503-707wm14787,Significant speaker voice,"Gore, Al",1863,1904,4087.608979,aef608a7653f4a92986604f61e169b09,cpb-aacip-503-707wm14787__NHPR95279.mp3
cpb-aacip/503-707wm14787,Significant speaker voice,"Gore, Al",2058,2108,4087.608979,aef608a7653f4a92986604f61e169b09,cpb-aacip-503-707wm14787__NHPR95279.mp3
cpb-aacip/503-707wm14787,Significant speaker voice,"Gore, Al",2573,2640,4087.608979,aef608a7653f4a92986604f61e169b09,cpb-aacip-503-707wm14787__NHPR95279.mp3
cpb-aacip/15-9k45q4rs7v,Significant speaker voice,"Gore, Al",215,466,4060.403810,448f5853991c49ec8bb585b0f0201942,cpb-aacip-15-183416t18d__barcode301208-15_.h264.mp4
cpb-aacip/15-9k45q4rs7v,Significant speaker voice,"Gore, Al",510,931,4060.403810,448f5853991c49ec8bb585b0f0201942,cpb-aacip-15-183416t18d__barcode301208-15_.h264.mp4
cpb-aacip/15-z60bv7b79n,Significant speaker voice,"Gore, Al",2280,3210,4369.322086,5a2039006bfb48089d75e2159af7a717,cpb-aacip-15-qf8jd4q027__barcode301176-3_.h264.mp4
cpb-aacip/15-z60bv7b79n,Significant speaker voice,"Gore, Al",3221,3719,4369.322086,5a2039006bfb48089d75e2159af7a717,cpb-aacip-15-qf8jd4q027__barcode301176-3_.h264.mp4
cpb-aacip/15-4m9183453q,Significant speaker voice,"Gore, Al",992,1113,4064.583401,09e51def584c4085b2e69d2d3016f583,cpb-aacip-15-4m9183453q__22602-2009_11_07_.h264.mp4
cpb-aacip/15-4m9183453q,Significant speaker voice,"Gore, Al",1125,1857,4064.583401,09e51def584c4085b2e69d2d3016f583,cpb-aacip-15-4m9183453q__22602-2009_11_07_.h264.mp4
cpb-aacip/23-150gb755,Significant speaker voice,"Gore, Al",395,420,3469.827483,99af38da4394476b8c47583fc547dfb5,cpb-aacip-23-150gb755.h264.mp4
cpb-aacip/23-150gb755,Significant speaker voice,"Gore, Al",498,531,3469.827483,99af38da4394476b8c47583fc547dfb5,cpb-aacip-23-150gb755.h264.mp4
cpb-aacip/23-150gb755,Significant speaker voice,"Gore, Al",988,1106,3469.827483,99af38da4394476b8c47583fc547dfb5,cpb-aacip-23-150gb755.h264.mp4
cpb-aacip/37-902z3g9s,Significant speaker voice,"Gore, Al",393,517,3724.155646,48c22c36e14548adbb0218ab0162f5d2,cpb-aacip-37-902z3g9s.h264.mp4
cpb-aacip/37-902z3g9s,Significant speaker voice,"Gore, Al",1493,1618,3724.155646,48c22c36e14548adbb0218ab0162f5d2,cpb-aacip-37-902z3g9s.h264.mp4
cpb-aacip/37-902z3g9s,Significant speaker voice,"Gore, Al",3401,3529,3724.155646,48c22c36e14548adbb0218ab0162f5d2,cpb-aacip-37-902z3g9s.h264.mp4
cpb-aacip/37-90rr589m,Significant speaker voice,"Gore, Al",512,643,3310.143855,e5b759bd7ead43a9b209642879184fc6,cpb-aacip-37-90rr589m.h264.mp4
cpb-aacip/37-90rr589m,Significant speaker voice,"Gore, Al",2932,3130,3310.143855,e5b759bd7ead43a9b209642879184fc6,cpb-aacip-37-90rr589m.h264.mp4
cpb-aacip/80-79v166d1,Significant speaker voice,"Gore, Al",60,76,7155.528979,32dbc617fcc8459baeaa03ecba74b4a1,cpb-aacip-80-79v166d1.mp3
cpb-aacip/37-01bk3m5s,Significant speaker voice,"Gore, Al",179,309,3726.129342,61fbd9808b81453e826c0a685705822b,cpb-aacip-37-01bk3m5s.h264.mp4
cpb-aacip/37-01bk3m5s,Significant speaker voice,"Gore, Al",990,1093,3726.129342,61fbd9808b81453e826c0a685705822b,cpb-aacip-37-01bk3m5s.h264.mp4
cpb-aacip/37-01bk3m5s,Significant speaker voice,"Gore, Al",3057,3156,3726.129342,61fbd9808b81453e826c0a685705822b,cpb-aacip-37-01bk3m5s.h264.mp4
cpb-aacip/37-53wstxn5,Significant speaker voice,"Gore, Al",398,509,3550.145306,fddb90947ea541e993a011750b8767fc,cpb-aacip-37-53wstxn5.h264.mp4
cpb-aacip/37-53wstxn5,Significant speaker voice,"Gore, Al",2670,2826,3550.145306,fddb90947ea541e993a011750b8767fc,cpb-aacip-37-53wstxn5.h264.mp4
cpb-aacip/37-02q575v3,Significant speaker voice,"Gore, Al",522,594,3620.130249,1e154de21a7941889537801a07f2a999,cpb-aacip-37-02q575v3.h264.mp4
cpb-aacip/37-02q575v3,Significant speaker voice,"Gore, Al",635,817,3620.130249,1e154de21a7941889537801a07f2a999,cpb-aacip-37-02q575v3.h264.mp4
